,Name,place_id,Address,Coordinates,business_status,types,delivery,dine_in,takeout,price_level,rating,user_ratings_total,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,serves_beer,serves_wine,category,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y
425,Backbay Emporium,ChIJgzC3v1yeP4YREb9nHsDIIVg,"1513 19th Street, Galveston","{'lat': 29.2962791, 'lng': -94.7858411}",OPERATIONAL,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",,,,,4.3,4.0,,,,,,,,home_goods_store,"[{'close': {'day': 0, 'time': '1730'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 12:00\u2009–\u20095:30\u202fPM']","[{'close': {'day': 0, 'time': '1730'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 12:00\u2009–\u20095:30\u202fPM']"
426,Adventist School,ChIJRzJIukSeP4YRjjShrkq4vuc,"1628 Avenue M 1/2, Galveston","{'lat': 29.2985509, 'lng': -94.7838299}",CLOSED_TEMPORARILY,"['school', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,school,,,,
427,Galveston Seventh-day Adventist Church,ChIJx20fukSeP4YRFTyD0UL3BVI,"1628 Avenue M 1/2, Galveston","{'lat': 29.29852679999999, 'lng': -94.7837419}",OPERATIONAL,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",,,,,4.8,13.0,,,,,,,,church,"[{'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1900'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 7:00\u2009–\u20098:00\u202fPM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1900'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 7:00\u2009–\u20098:00\u202fPM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']"
428,Galveston 7th Day Adventice,ChIJpVDgmUSeP4YR1CmhUa88adk,"1628 Avenue M, Galveston","{'lat': 29.299426, 'lng': -94.7840719}",OPERATIONAL,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,church,,,,
429,Formidable Results,ChIJc0z8pFyeP4YRtKiISEWimVI,"1815 Ursuline Street, Galveston","{'lat': 29.2967458, 'lng': -94.7852446}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,,,,,,,,,,point_of_interest,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']"
430,Salty Dog Wash,ChIJuVIMyFyeP4YRrEbOrd7KECk,"1902 Ursuline Street, Galveston","{'lat': 29.296899, 'lng': -94.78603849999999}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,4.8,220.0,,,,,,,,point_of_interest,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']","[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']"
431,Ben Roeder Law,ChIJrZAc70SeP4YR6FZhr2bRiHs,"1228 16th Street, Galveston","{'lat': 29.2996799, 'lng': -94.78292230000001}",OPERATIONAL,"['lawyer', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,lawyer,,,,
432,Bueso Elisa DDS,ChIJc21Au0OeP4YRtyPJlcSHr28,"1801 Broadway Avenue J, Galveston","{'lat': 29.3012448, 'lng': -94.78632669999999}",OPERATIONAL,"['dentist', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,dentist,,,,
433,Family & Implant Dentistry: Carroll Kim DDS,ChIJc21Au0OeP4YRzQBvKXp9hSM,"1801 Broadway Avenue J, Galveston","{'lat': 29.3012448, 'lng': -94.78632669999999}",OPERATIONAL,"['dentist', 'health', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,dentist,,,,
434,Bradford Thomas C DDS,ChIJc21Au0OeP4YRMlk2q-Ds34U,"1801 Broadway Avenue J, Galveston","{'lat': 29.3012448, 'lng': -94.78632669999999}",OPERATIONAL,"['dentist', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,dentist,,,,
435,Galveston Ghost Hunt,ChIJg7r3NBqfP4YRxK7kX5dVato,"1522 Seawall Boulevard, Galveston","{'lat': 29.29578679999999, 'lng': -94.78135759999999}",CLOSED_TEMPORARILY,"['tourist_attraction', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,tourist_attraction,,,,
436,Mariner Inn,ChIJ7V77_1qeP4YRQLSBuDZkh3E,"1602 Seawall Boulevard, Galveston","{'lat': 29.2952078, 'lng': -94.7818911}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,3.7,367.0,,,,,,,,lodging,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
437,Sunset Escapes- Cozy Beach Cottage,ChIJwxyrVHGfP4YRHwKdBmfLEBI,"1209 17th Street, Galveston","{'lat': 29.2996944, 'lng': -94.7845765}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,lodging,,,,
438,Cozy Beach Bungalow,ChIJwXz10e6fP4YRwhAcba0me5I,"1427 16th Street, Galveston","{'lat': 29.2978076, 'lng': -94.78269089999999}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,lodging,,,,
439,Up the creek,ChIJf3rwP0yfP4YR_7Vs1RTC5rk,"1910 Ursuline Street, Galveston","{'lat': 29.2969249, 'lng': -94.7863564}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,lodging,,,,
440,Ocean’s 16Eleven,ChIJVcAdtxmfP4YRVo--zDxwp4U,"1611 16th Street, Galveston","{'lat': 29.29642539999999, 'lng': -94.782303}",CLOSED_TEMPORARILY,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",,,,,5.0,6.0,,,,,,,,real_estate_agency,,,,
441,Inn Seaclusion,ChIJTbd2X26eP4YRykl4xaz0unY,"1715 19th Street #9, Galveston","{'lat': 29.294499, 'lng': -94.7853208}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,3.6,10.0,,,,,,,,lodging,,,,
442,Condo Di Cocco,ChIJ24S8R8OfP4YRsYLL0uS4iKA,"6426-0000-0001, 1628 Seawall Boulevard #000, Galveston","{'lat': 29.2948719, 'lng': -94.7824886}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,4.3,22.0,,,,,,,,lodging,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
443,"Casita Azul - Pup Friendly Carriage House 2 Blocks from Seawall, Gulf and Beach!",ChIJAQDEZFyeP4YRb21mG8RsxF8,"1908 Avenue O 1/2, Galveston","{'lat': 29.2942801, 'lng': -94.7853957}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,lodging,,,,
444,The Coral House,ChIJIa8Qd9OfP4YRr_0hDZCmYic,"1610 21st Street, Galveston","{'lat': 29.2950657, 'lng': -94.7875323}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,5.0,2.0,,,,,,,,lodging,,,,
445,Galveston Seawall House,ChIJk9BIkVueP4YRZtJ-mMBQwEo,"1802 Seawall Boulevard, Galveston","{'lat': 29.2937879, 'lng': -94.78375469999999}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,4.2,5.0,,,,,,,,lodging,,,,
446,Sunset Seawall,ChIJSQZMilueP4YRnPjKfP51ggI,"1828 Bernardo De Galvez Avenue, Galveston","{'lat': 29.293575, 'lng': -94.78455}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,lodging,,,,
447,Fish Tales,ChIJAdXSemCeP4YRf_P6PNY6IH8,"2502 Seawall Boulevard, Galveston","{'lat': 29.2882774, 'lng': -94.79085909999999}",OPERATIONAL,"['restaurant', 'bar', 'food', 'store', 'point_of_interest', 'establishment']",,,,2.0,4.0,5546.0,,,,,,,,restaurant,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']"
448,Galvez Bar & Grill,ChIJJ4tuPVyeP4YRO-37C6ry1DQ,"2024 Seawall Boulevard, Galveston","{'lat': 29.2928214, 'lng': -94.7863059}",OPERATIONAL,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.3,505.0,,,,,,,,restaurant,"[{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200910:30\u202fPM']","[{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200910:30\u202fPM']"
449,Wendy's,ChIJw-y2JV6eP4YRQ7-1NU9Rceg,"2328 Seawall Boulevard, Galveston","{'lat': 29.2895388, 'lng': -94.7894355}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,1.0,3.8,2049.0,,,,,,,,restaurant,"[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '0630'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '0630'}}]","['Monday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:30\u202fAM\u2009–\u20091:00\u202fAM']","[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '0630'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '0630'}}]","['Monday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:30\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:30\u202fAM\u2009–\u20091:00\u202fAM']"
450,Fish Company Taco,ChIJ9ZzXRiifP4YRstqE1yDrmjQ,"1914 23rd Street, Galveston","{'lat': 29.2918404, 'lng': -94.78890249999999}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,4.8,368.0,,,,,,,,restaurant,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM']","[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM']"
451,Monarch Restaurant,ChIJNyVWs3efP4YREfoB9QKapew,"2024 Seawall Boulevard, Galveston","{'lat': 29.29258930000001, 'lng': -94.7863581}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,3.2,5.0,,,,,,,,restaurant,,,,
452,Chick-fil-A,ChIJrXBHd-CfP4YR8RSovWTM3vU,"2501 Seawall Boulevard, Galveston","{'lat': 29.288736, 'lng': -94.790329}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,1.0,4.0,1659.0,,,,,,,,restaurant,"[{'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: Closed']"
