,Name,Address,Coordinates,Name + Address,second_best_match,second_best_score
1599,Moore-Climatic,"4423 Avenue P 1/2, Galveston","{'lat': 29.2846425, 'lng': -94.8138062}","Moore-Climatic4423 Avenue P 1/2, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1600,Dlj Studios,"2008 45th Street, Galveston","{'lat': 29.2843688, 'lng': -94.8139313}","Dlj Studios2008 45th Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1601,Island Supplements,"1905 45th Street, Galveston","{'lat': 29.2853205, 'lng': -94.81462979999999}","Island Supplements1905 45th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1602,ILA,"1907 45th Street, Galveston","{'lat': 29.2852481, 'lng': -94.814621}","ILA1907 45th Street, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
1603,Galveston Children's Center,"4415 Avenue M, Galveston","{'lat': 29.2907546, 'lng': -94.81527129999999}","Galveston Children's Center4415 Avenue M, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1604,New World Builders LLC,"4910 Travis Drive, Galveston","{'lat': 29.2887821, 'lng': -94.8210203}","New World Builders LLC4910 Travis Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1605,Island Machine Works,"4217 Avenue M, Galveston","{'lat': 29.2913497, 'lng': -94.813301}","Island Machine Works4217 Avenue M, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1606,Christina Sullivan Foundation,"4116 Avenue, Avenue North 1/2 Suite 106, Galveston","{'lat': 29.2885095, 'lng': -94.8134822}","Christina Sullivan Foundation4116 Avenue, Avenue North 1/2 Suite 106, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
1607,Gulf Coast Marine Construction,"1412 42nd Street, Galveston","{'lat': 29.29047430000001, 'lng': -94.8122229}","Gulf Coast Marine Construction1412 42nd Street, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1608,Louis's Hair Studio,"4421 Avenue P 1/2, Galveston","{'lat': 29.2846042, 'lng': -94.81402310000001}","Louis's Hair Studio4421 Avenue P 1/2, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1609,"Anello J. D'ambra, DC","2006 45th Street, Galveston","{'lat': 29.28441569999999, 'lng': -94.8139753}","Anello J. D'ambra, DC2006 45th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1611,Geters Carla A,"4115 Avenue O, Galveston","{'lat': 29.2880698, 'lng': -94.8116507}","Geters Carla A4115 Avenue O, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1613,First Assembly of God,"4628 Avenue Q, Galveston","{'lat': 29.2835066, 'lng': -94.81600979999999}","First Assembly of God4628 Avenue Q, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1615,"Teen Health Center, Inc.","Ball High School Room 1014, 4115 Avenue O, Galveston","{'lat': 29.28804330000001, 'lng': -94.8107466}","Teen Health Center, Inc.Ball High School Room 1014, 4115 Avenue O, Galveston","East Beach Free ParkingApffel Park Road, Galveston",86
1617,God's Kingdom And Restoration Ministries (GKARM),"4628 Avenue Q, Galveston","{'lat': 29.2835128, 'lng': -94.81596479999999}","God's Kingdom And Restoration Ministries (GKARM)4628 Avenue Q, Galveston","Parking utmb365-379 11th Street, Galveston",86
1623,Family Dollar,"2102 45th Street, Galveston","{'lat': 29.28365629999999, 'lng': -94.81347389999999}","Family Dollar2102 45th Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1627,Gulf Gas Station,"4827 Broadway Avenue J, Galveston","{'lat': 29.2920039, 'lng': -94.8214825}","Gulf Gas Station4827 Broadway Avenue J, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1629,Tom's Thumb by Cornelius Nursery,"2014 45th Street, Galveston","{'lat': 29.284067, 'lng': -94.81374}","Tom's Thumb by Cornelius Nursery2014 45th Street, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1630,AIM College & Career Prep,"5200 Avenue North 1/2, Galveston","{'lat': 29.2865142, 'lng': -94.8234179}","AIM College & Career Prep5200 Avenue North 1/2, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1633,HomeTown Bank of Galveston- Main Bank,"1801 45th Street, Galveston","{'lat': 29.2857943, 'lng': -94.81492639999999}","HomeTown Bank of Galveston- Main Bank1801 45th Street, Galveston","Parking utmb365-379 11th Street, Galveston",86
1635,Knapp Flower Shop,"1122 45th Street, Galveston","{'lat': 29.2919664, 'lng': -94.8164597}","Knapp Flower Shop1122 45th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1639,Alamo Elementary School,"5200 Avenue North 1/2, Galveston","{'lat': 29.2864649, 'lng': -94.8235596}","Alamo Elementary School5200 Avenue North 1/2, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
1640,Mr Muffler & Brakes LLC,"4527 Broadway Avenue J, Galveston","{'lat': 29.2928395, 'lng': -94.8180195}","Mr Muffler & Brakes LLC4527 Broadway Avenue J, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
1641,Bank of Galveston Natl Association,"1801 45th Street, Galveston","{'lat': 29.286144, 'lng': -94.8149216}","Bank of Galveston Natl Association1801 45th Street, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1642,Bonanza Transports,"4900 S, Texas 87, Galveston","{'lat': 29.2921759, 'lng': -94.82175339999999}","Bonanza Transports4900 S, Texas 87, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1643,GiGi's Place B&B,"1628 46th Street, Galveston","{'lat': 29.28725959999999, 'lng': -94.81612969999999}","GiGi's Place B&B1628 46th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1644,The Children's Center Inc.,"4428 Ursuline Street, Galveston","{'lat': 29.28937669999999, 'lng': -94.8155311}","The Children's Center Inc.4428 Ursuline Street, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1645,Galveston County Remodeling,"4701 Ursuline Street, Galveston","{'lat': 29.2881688, 'lng': -94.8181343}","Galveston County Remodeling4701 Ursuline Street, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1646,Ed Brooks Heating & AC,"4601 Avenue O 1/2, Galveston","{'lat': 29.2858682, 'lng': -94.81608879999999}","Ed Brooks Heating & AC4601 Avenue O 1/2, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1647,SCR Service,Galveston,"{'lat': 29.29095, 'lng': -94.81615459999999}",SCR ServiceGalveston,Executive Marine ServiceGalveston,86
1648,ATM (Home Town Bank Na),"1801 45th Street, Galveston","{'lat': 29.2857421, 'lng': -94.81487039999999}","ATM (Home Town Bank Na)1801 45th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1649,Cedar Lawn Association Inc,"5 North Cedar Lawn Drive, Galveston","{'lat': 29.2909802, 'lng': -94.81717379999999}","Cedar Lawn Association Inc5 North Cedar Lawn Drive, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1650,Galveston Alternative School,Galveston,"{'lat': 29.28968159999999, 'lng': -94.81352960000001}",Galveston Alternative SchoolGalveston,"3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1651,Johnny Mitchell Boys & Girls Club,"4420 Bernardo De Galvez Avenue, Galveston","{'lat': 29.2857592, 'lng': -94.8139909}","Johnny Mitchell Boys & Girls Club4420 Bernardo De Galvez Avenue, Galveston","Parking utmb365-379 11th Street, Galveston",86
1652,Baroque Events Galveston,"4221 Avenue North 1/2, Galveston","{'lat': 29.2885964, 'lng': -94.81268050000001}","Baroque Events Galveston4221 Avenue North 1/2, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
1653,Discount Galveston Ghost Tours,"4509 Bernardo De Galvez Avenue, Galveston","{'lat': 29.2852382, 'lng': -94.8149224}","Discount Galveston Ghost Tours4509 Bernardo De Galvez Avenue, Galveston","Parking utmb365-379 11th Street, Galveston",86
1654,"Resource & Crisis Center of Galveston County, Inc.","1204 45th Street, Galveston","{'lat': 29.2914919, 'lng': -94.81634009999999}","Resource & Crisis Center of Galveston County, Inc.1204 45th Street, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
1657,Island Food Store,Galveston,"{'lat': 29.2920071, 'lng': -94.8214687}",Island Food StoreGalveston,"Galveston Island Brewing Parking Lot3515 85th Street, Galveston",86
1658,Shamrock,"4827 Broadway Avenue J, Galveston","{'lat': 29.2921025, 'lng': -94.82145709999999}","Shamrock4827 Broadway Avenue J, Galveston","Valero4827 Broadway Avenue J, Galveston",90
1663,Landon's Lookout,"1405 50th Street, Galveston","{'lat': 29.2880217, 'lng': -94.8221082}","Landon's Lookout1405 50th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1664,Bleu Haus Beach House,"4008 Avenue O, Galveston","{'lat': 29.2888725, 'lng': -94.8097999}","Bleu Haus Beach House4008 Avenue O, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1666,Ben & Jerry’s,"4408 Seawall Boulevard, Galveston","{'lat': 29.276318, 'lng': -94.8098002}","Ben & Jerry’s4408 Seawall Boulevard, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1667,"Incredible Cakes Bakery, LLC","4528 Avenue S Up, Galveston","{'lat': 29.2802637, 'lng': -94.8137617}","Incredible Cakes Bakery, LLC4528 Avenue S Up, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
1669,CBD American Shaman Galveston,"4619 Fort Crockett Boulevard suite b, Galveston","{'lat': 29.276113, 'lng': -94.8134661}","CBD American Shaman Galveston4619 Fort Crockett Boulevard suite b, Galveston","East Beach Free ParkingApffel Park Road, Galveston",86
1670,Teaside Tapioca,"4702 Seawall Boulevard, Galveston","{'lat': 29.2744676, 'lng': -94.8131678}","Teaside Tapioca4702 Seawall Boulevard, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1671,Papa's Pizza,"4400 Seawall Boulevard, Galveston","{'lat': 29.276502, 'lng': -94.809653}","Papa's Pizza4400 Seawall Boulevard, Galveston","Papa Johns Pizza6600 Seawall Boulevard, Galveston",91
1672,Subway,"4908 Seawall Boulevard, Galveston","{'lat': 29.273623, 'lng': -94.8154952}","Subway4908 Seawall Boulevard, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1673,Salsas,"4604 Seawall Boulevard, Galveston","{'lat': 29.27554600000001, 'lng': -94.81181699999999}","Salsas4604 Seawall Boulevard, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1674,Tortuga Mexican Kitchen,"4910 Seawall Boulevard, Galveston","{'lat': 29.2736117, 'lng': -94.81558590000002}","Tortuga Mexican Kitchen4910 Seawall Boulevard, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
1675,Pizza Hut,"4908C Seawall Boulevard, Galveston","{'lat': 29.273596, 'lng': -94.81559089999999}","Pizza Hut4908C Seawall Boulevard, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1677,Easy2GoMeals.com,"4417 Avenue S Suite A, Galveston","{'lat': 29.2802923, 'lng': -94.81218969999999}","Easy2GoMeals.com4417 Avenue S Suite A, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1678,Lupita Tex-Mex Restaurant,"2314 45th Street, Galveston","{'lat': 29.2815893, 'lng': -94.81299059999999}","Lupita Tex-Mex Restaurant2314 45th Street, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
1679,Seawall Bar,"4302 Seawall Boulevard, Galveston","{'lat': 29.2769262, 'lng': -94.8086836}","Seawall Bar4302 Seawall Boulevard, Galveston","Seawall Church1320 Seawall Boulevard, Galveston",88
1680,Sockwell Enterprise Llc,"4818 Avenue R 1/2, Galveston","{'lat': 29.2804544, 'lng': -94.8170813}","Sockwell Enterprise Llc4818 Avenue R 1/2, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1682,Wing Street,"4910 Seawall Boulevard, Galveston","{'lat': 29.2735255, 'lng': -94.81549989999999}","Wing Street4910 Seawall Boulevard, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1684,Mr. Taco Cantina,"4114 Seawall Boulevard, Galveston","{'lat': 29.2777379, 'lng': -94.80739419999999}","Mr. Taco Cantina4114 Seawall Boulevard, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1685,KritiKos Olympia Grill,"4908 Seawall Boulevard suite B, Galveston","{'lat': 29.2734391, 'lng': -94.81572659999999}","KritiKos Olympia Grill4908 Seawall Boulevard suite B, Galveston","Parking utmb365-379 11th Street, Galveston",86
1686,Mr Taco & Limon Paradise,"4112 Seawall Boulevard, Galveston","{'lat': 29.2777842, 'lng': -94.8072763}","Mr Taco & Limon Paradise4112 Seawall Boulevard, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1701,Island Health Center,"4623 Fort Crockett Boulevard, Galveston","{'lat': 29.276188, 'lng': -94.813379}","Island Health Center4623 Fort Crockett Boulevard, Galveston","UTMB 17E113-191 11th Street, Galveston",86
1703,Seaside Village Apartments,"4925 Fort Crockett Boulevard, Galveston","{'lat': 29.27402, 'lng': -94.8160026}","Seaside Village Apartments4925 Fort Crockett Boulevard, Galveston","Parking utmb365-379 11th Street, Galveston",86
1704,Academy Sports + Outdoors,"4523 Fort Crockett Boulevard, Galveston","{'lat': 29.2749963, 'lng': -94.8134292}","Academy Sports + Outdoors4523 Fort Crockett Boulevard, Galveston","Parking utmb365-379 11th Street, Galveston",86
1705,Treasure Island Trophies & Engraving,"4528 Avenue S Up, Galveston","{'lat': 29.2802418, 'lng': -94.81375159999999}","Treasure Island Trophies & Engraving4528 Avenue S Up, Galveston","Parking utmb365-379 11th Street, Galveston",86
1706,H&R Block,"4605 Fort Crockett, Galveston","{'lat': 29.27578459999999, 'lng': -94.8134869}","H&R Block4605 Fort Crockett, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1707,Olga's Hair Salon,"2407 45th Street, Galveston","{'lat': 29.280866, 'lng': -94.8131047}","Olga's Hair Salon2407 45th Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1708,Rehabilitation Commission,"4607 Fort Crockett Boulevard, Galveston","{'lat': 29.2759428, 'lng': -94.8135507}","Rehabilitation Commission4607 Fort Crockett Boulevard, Galveston","Parking utmb365-379 11th Street, Galveston",86
1709,US Commerce Department,"4700 Avenue U, Galveston","{'lat': 29.2757323, 'lng': -94.8148535}","US Commerce Department4700 Avenue U, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1710,Chevron,"2502 45th Street, Galveston","{'lat': 29.2801474, 'lng': -94.8124706}","Chevron2502 45th Street, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
1711,NOAA Restoration Center,"4700 Avenue U, Galveston","{'lat': 29.2755857, 'lng': -94.81460539999999}","NOAA Restoration Center4700 Avenue U, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1712,"RSC, LLC","4508 Woodrow Avenue, Galveston","{'lat': 29.2791138, 'lng': -94.8127968}","RSC, LLC4508 Woodrow Avenue, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1713,Goodwill Houston Select Stores,"4525 Avenue U, Galveston","{'lat': 29.2762266, 'lng': -94.81214179999999}","Goodwill Houston Select Stores4525 Avenue U, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
1714,Cardtronics ATM,"4502 Avenue S, Galveston","{'lat': 29.2804613, 'lng': -94.8130467}","Cardtronics ATM4502 Avenue S, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
1715,ATM,"2502 45th Street, Galveston","{'lat': 29.28012589999999, 'lng': -94.8124374}","ATM2502 45th Street, Galveston","ATM2421 69th Street, Galveston",87
1716,Joy Nails II,"4700 Seawall Boulevard, Galveston","{'lat': 29.2744841, 'lng': -94.81313019999999}","Joy Nails II4700 Seawall Boulevard, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
1717,AM1350.US,"4214 Avenue U, Galveston","{'lat': 29.27772389999999, 'lng': -94.8087132}","AM1350.US4214 Avenue U, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
1719,Galveston Island Air & Refrigeration,"4902 Avenue R 1/2, Galveston","{'lat': 29.2800952, 'lng': -94.81791249999999}","Galveston Island Air & Refrigeration4902 Avenue R 1/2, Galveston","Parking utmb365-379 11th Street, Galveston",86
1720,Obregon's Lawn & Tree Services,"4814 Avenue R, Galveston","{'lat': 29.2812127, 'lng': -94.8172811}","Obregon's Lawn & Tree Services4814 Avenue R, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
1723,Celebrity Jet Ski Tours and Rentals,"69Th Seawall Boulevard, Galveston","{'lat': 29.2776627, 'lng': -94.8074592}","Celebrity Jet Ski Tours and Rentals69Th Seawall Boulevard, Galveston","Parking utmb365-379 11th Street, Galveston",86
1725,World Famous American Dragon Tattoo,"4108 Seawall Boulevard, Galveston","{'lat': 29.2778667, 'lng': -94.8071294}","World Famous American Dragon Tattoo4108 Seawall Boulevard, Galveston","Parking utmb365-379 11th Street, Galveston",86
1726,Shoreline Family Dentistry,"4920 Seawall Boulevard, Galveston","{'lat': 29.2732011, 'lng': -94.81599849999999}","Shoreline Family Dentistry4920 Seawall Boulevard, Galveston","UTMB 17E113-191 11th Street, Galveston",86
